Human_GeneID	Human_Symbol	Horse_GeneID	Horse_Symbol
6541	SLC7A1	100063073	SLC7A1
6542	SLC7A2	100050240	SLC7A2
6543	SLC8A2	100146819	SLC8A2
6546	SLC8A1	100034157	SLC8A1
6547	SLC8A3	100053312	SLC8A3
6548	SLC9A1	100070959	SLC9A1
6549	SLC9A2	100034108	SLC9A2
6550	SLC9A3	100034109	SLC9A3
6553	SLC9A5	100053217	SLC9A5
6554	SLC10A1	100064290	SLC10A1
6555	SLC10A2	100051264	SLC10A2
6556	SLC11A1	100033912	SLC11A1
6558	SLC12A2	100073036	SLC12A2
6559	SLC12A3	100051953	SLC12A3
6560	SLC12A4	100053706	SLC12A4
6561	SLC13A1	100056383	SLC13A1
6564	SLC15A1	100060961	SLC15A1
6565	SLC15A2	100070712	SLC15A2
6568	SLC17A1	100068069	SLC17A1
6569	SLC34A1	100058397	SLC34A1
6570	SLC18A1	100055485	SLC18A1
6571	SLC18A2	100058805	SLC18A2
6572	SLC18A3	102151059	SLC18A3
6573	SLC19A1	100055625	SLC19A1
6574	SLC20A1	100064887	SLC20A1
6575	SLC20A2	100054432	SLC20A2
6579	SLCO1A2	100034162	SLCO1A2
6585	SLIT1	102147611	SLIT1
6591	SNAI2	100050060	SNAI2
6594	SMARCA1	100054822	SMARCA1
6596	HLTF	100058775	HLTF
6597	SMARCA4	100054949	SMARCA4
6598	SMARCB1	100056521	SMARCB1
6599	SMARCC1	100064492	SMARCC1
6601	SMARCC2	100059404	SMARCC2
6602	SMARCD1	100059851	SMARCD1
6608	SMO	100033990	SMO
6610	SMPD2	100066652	SMPD2
6613	SUMO2	100630536	SUMO2
6614	SIGLEC1	100066351	SIGLEC1
6616	SNAP25	100051273	SNAP25
6617	SNAPC1	100051631	SNAPC1
6618	SNAPC2	100146941	SNAPC2
6619	SNAPC3	100062645	SNAPC3
6622	SNCA	100053270	SNCA
6623	SNCG	100052349	SNCG
6626	SNRPA	100068274	SNRPA
6627	SNRPA1	100050337	SNRPA1
6628	SNRPB	100053021	SNRPB
6631	SNRPC	100053207	SNRPC
6635	SNRPE	106783117	SNRPE
6638	SNRPN	106780830	SNRPN
6640	SNTA1	100069074	SNTA1
6641	SNTB1	100066500	SNTB1
6642	SNX1	100066873	SNX1
6643	SNX2	100073099	SNX2
6646	SOAT1	100050551	SOAT1
6649	SOD3	100146988	SOD3
6650	CAPN15	111767599	CAPN15
6651	SON	100052256	SON
6652	SORD	100070575	SORD
6654	SOS1	100053889	SOS1
6655	SOS2	100066282	SOS2
6657	SOX2	100146979	SOX2
6659	SOX4	111769285	SOX4
6664	SOX11	100146709	SOX11
6666	SOX12	102147398	SOX12
6667	SP1	100629527	SP1
6668	SP2	100069204	SP2
6670	SP3	100064317	SP3
6671	SP4	100053512	SP4
6672	SP100	100630207	SP100
6677	SPAM1	100051243	SPAM1
6683	SPAST	100054514	SPAST
6687	SPG7	100051955	SPG7
6688	SPI1	100051397	SPI1
6689	SPIB	102150831	SPIB
6692	SPINT1	100071304	SPINT1
6693	SPN	100065743	SPN
6695	SPOCK1	100072653	SPOCK1
6696	SPP1	100053029	SPP1
6697	SPR	100059420	SPR
6708	SPTA1	100056575	SPTA1
6709	SPTAN1	100066945	SPTAN1
6710	SPTB	100052369	SPTB
6711	SPTBN1	100052695	SPTBN1
6712	SPTBN2	100052745	SPTBN2
6713	SQLE	100067615	SQLE
6714	SRC	100069870	SRC
6715	SRD5A1	100071450	SRD5A1
6716	SRD5A2	100070655	SRD5A2
6717	SRI	100059619	SRI
6720	SREBF1	100052283	SREBF1
6722	SRF	100055059	SRF
6725	SRMS	100060563	SRMS
6728	SRP19	100073184	SRP19
6729	SRP54	100050647	SRP54
6730	SRP68	100051325	SRP68
6733	SRPK2	100050379	SRPK2
6734	SRPRA	100072446	SRPRA
6737	TRIM21	100066782	TRIM21
6738	RO60	100051140	RO60
6741	SSB	100052752	SSB
6742	SSBP1	100629380	SSBP1
6744	ITPRID2	100053992	ITPRID2
6745	SSR1	100061378	SSR1
6746	SSR2	100063842	SSR2
6749	SSRP1	100066933	SSRP1
6750	SST	100059610	SST
6751	SSTR1	100060276	SSTR1
6752	SSTR2	100052744	SSTR2
6753	SSTR3	100069706	SSTR3
6755	SSTR5	100067398	SSTR5
6760	SS18	100051844	SS18
6764	DENND2B	100055513	DENND2B
6768	ST14	100072676	ST14
6769	STAC	100050582	STAC
6772	STAT1	100069633	STAT1
6773	STAT2	100052513	STAT2
6775	STAT4	100054693	STAT4
6780	STAU1	100056924	STAU1
6782	HSPA13	100054291	HSPA13
6785	ELOVL4	100069512	ELOVL4
6786	STIM1	100053079	STIM1
6788	STK3	100060508	STK3
6789	STK4	100070861	STK4
6790	AURKA	100050161	AURKA
6792	CDKL5	100057902	CDKL5
6793	STK10	100069956	STK10
6795	AURKC	100051177	AURKC
6801	STRN	100054418	STRN
6804	STX1A	100061863	STX1A
6812	STXBP1	100070499	STXBP1
6814	STXBP3	100060896	STXBP3
6815	STYX	100054839	STYX
6820	SULT2B1	100147584	SULT2B1
6821	SUOX	100059135	SUOX
6829	SUPT5H	100064516	SUPT5H
6832	SUPV3L1	100072679	SUPV3L1
6833	ABCC8	100071788	ABCC8
6836	SURF4	100069310	SURF4
6838	SURF6	100066565	SURF6
6839	SUV39H1	100062108	SUV39H1
6840	SVIL	100063045	SVIL
6843	VAMP1	100059722	VAMP1
6847	SYCP1	100065564	SYCP1
6850	SYK	100063383	SYK
6853	SYN1	100146838	SYN1
6854	SYN2	100057285	SYN2
6855	SYP	100062804	SYP
6857	SYT1	100050526	SYT1
6860	SYT4	100068405	SYT4
6861	SYT5	100050341	SYT5
6862	TBXT	100056012	TBXT
6863	TAC1	100052324	TAC1
6865	TACR2	100034168	TACR2
6867	TACC1	100057571	TACC1
6868	ADAM17	100072496	ADAM17
6869	TACR1	100053491	TACR1
6870	TACR3	100073088	TACR3
6872	TAF1	100056106	TAF1
6873	TAF2	100057143	TAF2
6875	TAF4B	100064447	TAF4B
6877	TAF5	100059739	TAF5
6878	TAF6	100067303	TAF6
6880	TAF9	100073308	TAF9
6881	TAF10	100070082	TAF10
6883	TAF12	100070682	TAF12
6884	TAF13	100061136	TAF13
6885	MAP3K7	100065841	MAP3K7
6886	TAL1	100063826	TAL1
6890	TAP1	100060845	TAP1
6891	TAP2	100052423	TAP2
6894	TARBP1	100059375	TARBP1
6898	TAT	100068116	TAT
6899	TBX1	100146912	TBX1
6900	CNTN2	100050179	CNTN2
6901	TAFAZZIN	100058306	TAFAZZIN
6902	TBCA	100065465	TBCA
6904	TBCD	100056490	TBCD
6905	TBCE	100050879	TBCE
6906	SERPINA7	100061538	SERPINA7
6907	TBL1X	100054115	TBL1X
6908	TBP	100049846	TBP
6909	TBX2	100147603	TBX2
6910	TBX5	100056059	TBX5
6911	TBX6	100066147	TBX6
6913	TBX15	100066709	TBX15
6915	TBXA2R	111774174	TBXA2R
6920	TCEA3	100071603	TCEA3
6921	ELOC	100060902	ELOC
6925	TCF4	100049930	TCF4
6926	TBX3	100056019	TBX3
6927	HNF1A	100049993	HNF1A
6928	HNF1B	100057769	HNF1B
6935	ZEB1	100062264	ZEB1
6938	TCF12	100068843	TCF12
6939	TCF15	100067919	TCF15
6941	TCF19	100054623	TCF19
6942	TCF20	100056129	TCF20
6943	TCF21	100073150	TCF21
6947	TCN1	100058916	TCN1
6948	TCN2	100063639	TCN2
6949	TCOF1	100060348	TCOF1
6954	TCP11	100062952	TCP11
6988	TCTA	100053301	TCTA
6993	DYNLT1	100059508	DYNLT1
6996	TDG	100053458	TDG
6999	TDO2	100069524	TDO2
7003	TEAD1	100071493	TEAD1
7006	TEC	100061381	TEC
7007	TECTA	100063512	TECTA
7008	TEF	100055668	TEF
7009	TMBIM6	100052024	TMBIM6
7011	TEP1	100072576	TEP1
7013	TERF1	100051302	TERF1
7014	TERF2	100067122	TERF2
7015	TERT	100630695	TERT
7016	TESK1	100068022	TESK1
7018	TF	100034176	TF
7019	TFAM	100062631	TFAM
7020	TFAP2A	100063009	TFAP2A
7022	TFAP2C	100147268	TFAP2C
7023	TFAP4	100069711	TFAP4
7024	TFCP2	100052504	TFCP2
7025	NR2F1	100146550	NR2F1
7026	NR2F2	100146166	NR2F2
7027	TFDP1	100069163	TFDP1
7029	TFDP2	100051405	TFDP2
7030	TFE3	100051983	TFE3
7033	TFF3	100058018	TFF3
7035	TFPI	100068873	TFPI
7038	TG	100058029	TG
7042	TGFB2	100050377	TGFB2
7045	TGFBI	100072674	TGFBI
7046	TGFBR1	100034117	TGFBR1
7048	TGFBR2	100033860	TGFBR2
7050	TGIF1	100051444	TGIF1
7051	TGM1	100054584	TGM1
7052	TGM2	100070046	TGM2
7053	TGM3	100053068	TGM3
7056	THBD	100146206	THBD
7057	THBS1	100057478	THBS1
7058	THBS2	100050044	THBS2
7059	THBS3	100063449	THBS3
7060	THBS4	100073261	THBS4
7062	TCHH	100060404	TCHH
7064	THOP1	100059667	THOP1
7066	THPO	100059159	THPO
7068	THRB	100051615	THRB
7069	THRSP	100051297	THRSP
7070	THY1	100063377	THY1
7071	KLF10	100062273	KLF10
7072	TIA1	100050503	TIA1
7073	TIAL1	100058604	TIAL1
7074	TIAM1	100052764	TIAM1
7076	TIMP1	100034220	TIMP1
7077	TIMP2	100034134	TIMP2
7078	TIMP3	100033947	TIMP3
7079	TIMP4	100051332	TIMP4
7080	NKX2-1	100146136	NKX2-1
7082	TJP1	100050412	TJP1
7083	TK1	100057908	TK1
7087	ICAM5	100146897	ICAM5
7089	TLE2	100059793	TLE2
7091	TLE4	100062680	TLE4
7092	TLL1	100061477	TLL1
7093	TLL2	100070823	TLL2
7094	TLN1	100055501	TLN1
7096	TLR1	100049577	TLR1
7097	TLR2	100009701	TLR2
7098	TLR3	100009703	TLR3
7099	TLR4	100066890	TLR4
7100	TLR5	111771347	TLR5
7102	TSPAN7	100055873	TSPAN7
7103	TSPAN8	100064038	TSPAN8
7104	TM4SF4	100058318	TM4SF4
7106	TSPAN4	100055228	TSPAN4
7107	GPR137B	100050643	GPR137B
7109	TRAPPC10	100057131	TRAPPC10
7110	TMF1	100053441	TMF1
7112	TMPO	100066155	TMPO
7123	CLEC3B	100630686	CLEC3B
7126	TNFAIP1	100058953	TNFAIP1
7127	TNFAIP2	100146644	TNFAIP2
7128	TNFAIP3	100073197	TNFAIP3
7133	TNFRSF1B	100055840	TNFRSF1B
7135	TNNI1	100063471	TNNI1
7138	TNNT1	100055363	TNNT1
7143	TNR	100061691	TNR
7145	TNS1	100058067	TNS1
7148	TNXB	100059315	TNXB
7150	TOP1	100070532	TOP1
7153	TOP2A	100054229	TOP2A
7155	TOP2B	100059572	TOP2B
7156	TOP3A	100051666	TOP3A
7157	TP53	100062044	TP53
7158	TP53BP1	100056322	TP53BP1
7159	TP53BP2	100055278	TP53BP2
7162	TPBG	100069910	TPBG
7164	TPD52L1	100073013	TPD52L1
7166	TPH1	100056614	TPH1
7167	TPI1	100052671	TPI1
7168	TPM1	100067330	TPM1
7169	TPM2	100055542	TPM2
7170	TPM3	100056751	TPM3
7174	TPP2	100050973	TPP2
7175	TPR	100049850	TPR
7178	TPT1	100059158	TPT1
7181	NR2C1	100052073	NR2C1
7182	NR2C2	100050658	NR2C2
7185	TRAF1	100067681	TRAF1
7186	TRAF2	100068006	TRAF2
7187	TRAF3	100055110	TRAF3
7188	TRAF5	100055119	TRAF5
7189	TRAF6	100052296	TRAF6
7200	TRH	100056248	TRH
7201	TRHR	100056618	TRHR
7204	TRIO	100070270	TRIO
7220	TRPC1	100062355	TRPC1
7222	TRPC3	100072204	TRPC3
7223	TRPC4	100062641	TRPC4
7224	TRPC5	100054221	TRPC5
7225	TRPC6	100061175	TRPC6
7226	TRPM2	100056810	TRPM2
7227	TRPS1	100056821	TRPS1
7247	TSN	100055077	TSN
7248	TSC1	100066615	TSC1
7249	TSC2	100065679	TSC2
7251	TSG101	100057099	TSG101
7259	TSPYL1	100072651	TSPYL1
7265	TTC1	100059774	TTC1
7266	DNAJC7	100053144	DNAJC7
7268	TTC4	100060394	TTC4
7270	TTF1	100069488	TTF1
7272	TTK	100069586	TTK
7274	TTPA	100065520	TTPA
7275	TUB	100070898	TUB
7276	TTR	100052147	TTR
7288	TULP2	100051453	TULP2
7290	HIRA	100052845	HIRA
7291	TWIST1	100272214	TWIST1
7292	TNFSF4	100060605	TNFSF4
7294	TXK	100054343	TXK
7299	TYR	100060227	TYR
7301	TYRO3	100071144	TYRO3
7306	TYRP1	100033886	TYRP1
7307	U2AF1	100057570	U2AF1
7317	UBA1	100060792	UBA1
7318	UBA7	100052809	UBA7
7319	UBE2A	100058679	UBE2A
7321	UBE2D1	100062598	UBE2D1
7324	UBE2E1	100060214	UBE2E1
7326	UBE2G1	100072717	UBE2G1
7328	UBE2H	100071949	UBE2H
7334	UBE2N	100051493	UBE2N
7337	UBE3A	100050725	UBE3A
7342	UBP1	100056043	UBP1
7343	UBTF	100064724	UBTF
7347	UCHL3	100052000	UCHL3
7348	UPK1B	100071097	UPK1B
7349	UCN	100055320	UCN
7351	UCP2	100052144	UCP2
7352	UCP3	100052085	UCP3
7353	UFD1	100052517	UFD1
7355	SLC35A2	100051858	SLC35A2
7357	UGCG	100057611	UGCG
7358	UGDH	100055067	UGDH
7360	UGP2	100051543	UGP2
7368	UGT8	100072587	UGT8
7369	UMOD	100051746	UMOD
7373	COL14A1	100033841	COL14A1
7374	UNG	100059759	UNG
7375	USP4	100053443	USP4
7376	NR1H2	100052399	NR1H2
7378	UPP1	100052199	UPP1
7386	UQCRFS1	100053634	UQCRFS1
7388	UQCRH	100051878	UQCRH
7390	UROS	100056401	UROS
7391	USF1	100066365	USF1
7392	USF2	100059270	USF2
7398	USP1	100070397	USP1
7399	USH2A	100050607	USH2A
7401	CLRN1	100050427	CLRN1
7402	UTRN	100066683	UTRN
7403	KDM6A	100059800	KDM6A
7405	UVRAG	100051722	UVRAG
7407	VARS1	100058924	VARS1
7409	VAV1	100066010	VAV1
7410	VAV2	100069175	VAV2
7411	VBP1	102150429	VBP1
7414	VCL	100064165	VCL
7415	VCP	100068225	VCP
7419	VDAC3	100050036	VDAC3
7421	VDR	100034072	VDR
7423	VEGFB	100055238	VEGFB
7424	VEGFC	100060890	VEGFC
7425	VGF	100059402	VGF
7429	VIL1	100058581	VIL1
7430	EZR	100059467	EZR
7432	VIP	100060155	VIP
7433	VIPR1	100055146	VIPR1
7434	VIPR2	100057396	VIPR2
7436	VLDLR	100050907	VLDLR
7439	BEST1	100059901	BEST1
7441	VPREB1	100072385	VPREB1
7443	VRK1	100050033	VRK1
7444	VRK2	100052238	VRK2
7447	VSNL1	100056678	VSNL1
7448	VTN	100059034	VTN
7450	VWF	100059472	VWF
7453	WARS1	100054884	WARS1
7456	WIPF1	100064973	WIPF1
7458	EIF4H	100062129	EIF4H
7461	CLIP2	100062200	CLIP2
7462	LAT2	100062168	LAT2
7465	WEE1	100071182	WEE1
7468	NSD2	100051090	NSD2
7469	NELFA	100052841	NELFA
7471	WNT1	100058859	WNT1
7472	WNT2	100056092	WNT2
7474	WNT5A	100059157	WNT5A
7475	WNT6	100058824	WNT6
7477	WNT7B	100053027	WNT7B
7478	WNT8A	100072609	WNT8A
7479	WNT8B	100070360	WNT8B
7480	WNT10B	100051649	WNT10B
7482	WNT2B	100063931	WNT2B
7483	WNT9A	100061110	WNT9A
7484	WNT9B	100063730	WNT9B
7486	WRN	100062021	WRN
7504	XK	100055094	XK
7507	XPA	100064497	XPA
7508	XPC	100050424	XPC
7512	XPNPEP2	100059029	XPNPEP2
7515	XRCC1	100070201	XRCC1
7516	XRCC2	100065014	XRCC2
7517	XRCC3	102148799	XRCC3
7518	XRCC4	100065302	XRCC4
7520	XRCC5	100055031	XRCC5
7525	YES1	100061075	YES1
7531	YWHAE	100059962	YWHAE
7532	YWHAG	100059731	YWHAG
7534	YWHAZ	100056060	YWHAZ
7535	ZAP70	100147296	ZAP70
7536	SF1	100050420	SF1
7539	ZFP37	100056421	ZFP37
7541	ZBTB14	100051583	ZBTB14
7543	ZFX	100052103	ZFX
7545	ZIC1	100146837	ZIC1
7547	ZIC3	100054537	ZIC3
7549	ZNF2	100062975	ZNF2
7552	ZNF711	100071705	ZNF711
7554	ZNF8	100051604	ZNF8
7556	ZNF10	102147578	ZNF10
7559	ZNF12	100061429	ZNF12
7564	ZNF16	100064163	ZNF16
7566	ZNF18	100073093	ZNF18
7567	ZNF19	100054614	ZNF19
7569	ZNF182	100061541	ZNF182
7570	ZNF22	100054270	ZNF22
7571	ZNF23	100068226	ZNF23
7572	ZNF24	100052725	ZNF24
7579	ZSCAN20	100069958	ZSCAN20
7580	ZNF32	100049936	ZNF32
7586	ZKSCAN1	100067222	ZKSCAN1
7593	MZF1	100064908	MZF1
7597	ZBTB25	100052189	ZBTB25
7621	ZNF70	100050702	ZNF70
7627	ZNF75A	100630058	ZNF75A
7629	ZNF76	100629994	ZNF76
7633	ZNF79	100070546	ZNF79
7690	ZNF131	100052919	ZNF131
7691	ZNF132	100064605	ZNF132
7692	ZNF133	100062220	ZNF133
7694	ZNF135	100063880	ZNF135
7699	ZNF140	100630208	ZNF140
7701	ZNF142	100055767	ZNF142
7702	ZNF143	100055723	ZNF143
7703	PCGF2	100055282	PCGF2
7704	ZBTB16	100062269	ZBTB16
7705	ZNF146	100060655	ZNF146
7706	TRIM25	100147035	TRIM25
7707	ZNF148	100060529	ZNF148
7716	VEZF1	100070832	VEZF1
7718	ZNF165	100062165	ZNF165
7726	TRIM26	100051726	TRIM26
7727	ZNF174	100065943	ZNF174
7732	RNF112	100073171	RNF112
7733	ZNF180	100070558	ZNF180
7737	RNF113A	100058519	RNF113A
7739	ZNF185	100063683	ZNF185
7743	ZNF189	100054526	ZNF189
7746	ZSCAN9	100052451	ZSCAN9
7750	ZMYM2	100053589	ZMYM2
7755	ZNF205	100068965	ZNF205
7761	ZNF214	100070494	ZNF214
7762	ZNF215	100070478	ZNF215
7764	ZNF217	100053262	ZNF217
7770	ZNF227	100070487	ZNF227
7771	ZNF112	100070521	ZNF112
7779	SLC30A1	100054805	SLC30A1
7780	SLC30A2	100057323	SLC30A2
7781	SLC30A3	100071241	SLC30A3
7782	SLC30A4	100055954	SLC30A4
7783	ZP2	100059065	ZP2
7784	ZP3	100060941	ZP3
7786	MAP3K12	100064002	MAP3K12
7798	LUZP1	102151099	LUZP1
7804	LRP8	100060928	LRP8
7805	LAPTM5	100056331	LAPTM5
7809	BSND	100049960	BSND
7812	CSDE1	100065444	CSDE1
7813	EVI5	100059782	EVI5
7818	DAP3	100057427	DAP3
7827	NPHS2	100050627	NPHS2
7844	RNF103	100052907	RNF103
7849	PAX8	100065303	PAX8
7850	IL1R2	100033831	IL1R2
7852	CXCR4	100050974	CXCR4
7855	FZD5	100146215	FZD5
7857	SCG2	100061099	SCG2
7862	BRPF1	100052356	BRPF1
7867	MAPKAPK3	100061475	MAPKAPK3
7869	SEMA3B	100062048	SEMA3B
7871	SLMAP	100050740	SLMAP
7874	USP7	100057484	USP7
7881	KCNAB1	100050434	KCNAB1
7903	ST8SIA4	100064780	ST8SIA4
7905	REEP5	100073183	REEP5
7913	DEK	100066265	DEK
7915	ALDH5A1	100067559	ALDH5A1
7916	PRRC2A	100050226	PRRC2A
7917	BAG6	100050296	BAG6
7918	GPANK1	100058617	GPANK1
7919	DDX39B	100146384	DDX39B
7920	ABHD16A	100058736	ABHD16A
7923	HSD17B8	100061414	HSD17B8
7936	NELFE	100051271	NELFE
7941	PLA2G7	100055841	PLA2G7
7942	TFEB	100066433	TFEB
7965	AIMP2	100059133	AIMP2
7978	MTERF1	100060816	MTERF1
7988	ZNF212	111767427	LOC111767427
7991	TUSC3	100049974	TUSC3
7993	UBXN8	100058282	UBXN8
7994	KAT6A	100050371	KAT6A
8019	BRD3	100066434	BRD3
8022	LHX3	100146197	LHX3
8027	STAM	100068325	STAM
8028	MLLT10	100067409	MLLT10
8029	CUBN	100068484	CUBN
8031	NCOA4	100062485	NCOA4
8036	SHOC2	100059268	SHOC2
8038	ADAM12	100056196	ADAM12
8050	PDHX	100059260	PDHX
8065	CUL5	100061726	CUL5
8073	PTP4A2	100056044	PTP4A2
8076	MFAP5	100061202	MFAP5
8079	MLF2	100052443	MLF2
8082	SSPN	100068995	SSPN
8086	AAAS	100063811	AAAS
8087	FXR1	100066076	FXR1
8091	HMGA2	102149270	HMGA2
8092	ALX1	100061985	ALX1
8100	IFT88	100054328	IFT88
8110	DPF3	100055250	DPF3
8111	GPR68	100053071	GPR68
8120	AP3B2	100146798	AP3B2
8125	ANP32A	100065117	ANP32A
8128	ST8SIA2	100147651	ST8SIA2
8139	GAN	100069891	GAN
8140	SLC7A5	100070633	SLC7A5
8148	TAF15	100071562	TAF15
8161	COIL	100070720	COIL
8187	ZNF239	100055138	ZNF239
8189	SYMPK	100070949	SYMPK
8193	DPF1	100064014	DPF1
8195	MKKS	100064409	MKKS
8200	GDF5	100034228	GDF5
8204	NRIP1	100054242	NRIP1
8208	CHAF1B	100061263	CHAF1B
8225	GTPBP6	102148321	GTPBP6
8226	PUDP	100052784	PUDP
8227	AKAP17A	100069806	AKAP17A
8228	PNPLA4	100050789	PNPLA4
8233	ZRSR2	100056195	ZRSR2
8239	USP9X	100050489	USP9X
8241	RBM10	100051096	RBM10
8242	KDM5C	100034190	KDM5C
8243	SMC1A	100061736	SMC1A
8260	NAA10	100058039	NAA10
8263	F8A1	111771645	F8A1
8269	TMEM187	100059186	TMEM187
8270	LAGE3	102150058	LAGE3
8273	SLC10A3	100058388	SLC10A3
8288	EPX	100070907	EPX
8289	ARID1A	100071048	ARID1A
8291	DYSF	100059808	DYSF
8292	COLQ	100052475	COLQ
8295	TRRAP	100059214	TRRAP
8301	PICALM	100050701	PICALM
8309	ACOX2	100050425	ACOX2
8310	ACOX3	100056690	ACOX3
8312	AXIN1	100065116	AXIN1
8313	AXIN2	100630049	AXIN2
8314	BAP1	100051934	BAP1
8315	BRAP	100057742	BRAP
8317	CDC7	100060468	CDC7
8318	CDC45	100050871	CDC45
8320	EOMES	100051187	EOMES
8321	FZD1	106783041	FZD1
8322	FZD4	100050465	FZD4
8324	FZD7	102147960	FZD7
8326	FZD9	100061635	FZD9
8328	GFI1B	100069424	GFI1B
8334	H2AC6	100053545	H2AC6
8347	H2BC4	100053499	H2BC4
8349	H2BC21	100054211	H2BC21
8357	H3C10	116435294	H3C10
8372	HYAL3	100061939	HYAL3
8379	MAD1L1	100058904	MAD1L1
8382	NME5	100062453	NME5
8394	PIP5K1A	100059655	PIP5K1A
8395	PIP5K1B	100050520	PIP5K1B
8396	PIP4K2B	100055236	PIP4K2B
8398	PLA2G6	100055064	PLA2G6
8402	SLC25A11	100061330	SLC25A11
8403	SOX14	100066630	SOX14
8405	SPOP	100056116	SPOP
8406	SRPX	100055486	SRPX
8407	TAGLN2	100053621	TAGLN2
8411	EEA1	100064347	EEA1
8412	BCAR3	100059015	BCAR3
8419	BFSP2	100065124	BFSP2
8424	BBOX1	100072253	BBOX1
8425	LTBP4	100064750	LTBP4
8427	ZNF282	100060933	ZNF282
8428	STK24	100050664	STK24
8431	NR0B2	100070986	NR0B2
8433	UTF1	102147444	UTF1
8434	RECK	100067290	RECK
8435	SOAT2	100146367	SOAT2
8436	CAVIN2	100054790	CAVIN2
8438	RAD54L	100064782	RAD54L
8439	NSMAF	100066888	NSMAF
8440	NCK2	100049884	NCK2
8444	DYRK3	100055466	DYRK3
8445	DYRK2	100058666	DYRK2
8450	CUL4B	100033938	CUL4B
8451	CUL4A	100033930	CUL4A
8452	CUL3	100061420	CUL3
8453	CUL2	100054982	CUL2
8454	CUL1	100051217	CUL1
8455	ATRN	100066461	ATRN
8459	TPST2	100059398	TPST2
8460	TPST1	100061873	TPST1
8462	KLF11	100072433	KLF11
8463	TEAD2	100051732	TEAD2
8464	SUPT3H	100068070	SUPT3H
8470	SORBS2	100050682	SORBS2
8471	IRS4	100059954	IRS4
8473	OGT	100056148	OGT
8476	CDC42BPA	100054548	CDC42BPA
8477	GPR65	100061785	GPR65
8481	OFD1	100146222	OFD1
8482	SEMA7A	100062559	SEMA7A
8490	RGS5	100059437	RGS5
8491	MAP4K3	100069835	MAP4K3
8492	PRSS12	100072455	PRSS12
8493	PPM1D	100071325	PPM1D
8495	PPFIBP2	100055386	PPFIBP2
8496	PPFIBP1	100064684	PPFIBP1
8497	PPFIA4	100065130	PPFIA4
8498	RANBP3	100065287	RANBP3
8499	PPFIA2	100061038	PPFIA2
8501	SLC43A1	100066449	SLC43A1
8502	PKP4	100050975	PKP4
8503	PIK3R3	100052122	PIK3R3
8505	PARG	100051461	PARG
8506	CNTNAP1	100052467	CNTNAP1
8507	ENC1	100073290	ENC1
8508	NIPSNAP1	100064294	NIPSNAP1
8514	KCNAB2	100052362	KCNAB2
8515	ITGA10	100065205	ITGA10
8516	ITGA8	100056217	ITGA8
8517	IKBKG	100058432	IKBKG
8518	ELP1	100053999	ELP1
8520	HAT1	100063802	HAT1
8521	GCM1	100056683	GCM1
8522	GAS7	100073080	GAS7
8525	DGKZ	100050499	DGKZ
8526	DGKE	100056676	DGKE
8527	DGKD	100065016	DGKD
8531	YBX3	100065107	YBX3
8532	CPZ	100070438	CPZ
8533	COPS3	100051092	COPS3
8534	CHST1	100056544	CHST1
8536	CAMK1	100052300	CAMK1
8537	BCAS1	100053354	BCAS1
8538	BARX2	100072628	BARX2
8540	AGPS	100053590	AGPS
8543	LMO4	100052327	LMO4
8545	CGGBP1	100054431	CGGBP1
8546	AP3B1	100065436	AP3B1
8549	LGR5	100064565	LGR5
8553	BHLHE40	100059809	BHLHE40
8555	CDC14B	100062379	CDC14B
8559	PRPF18	100056558	PRPF18
8560	DEGS1	100055442	DEGS1
8563	THOC5	100059017	THOC5
8564	KMO	100060450	KMO
8567	MADD	100051327	MADD
8568	RRP1	100057293	RRP1
8569	MKNK1	100064521	MKNK1
8570	KHSRP	100065608	KHSRP
8572	PDLIM4	100072879	PDLIM4
8575	PRKRA	100067259	PRKRA
8576	STK16	100056264	STK16
8577	TMEFF1	102147843	TMEFF1
8578	SCARF1	100072382	SCARF1
8600	TNFSF11	100060254	TNFSF11
8603	FAM193A	100053283	FAM193A
8604	SLC25A12	100063768	SLC25A12
8611	PLPP1	100062257	PLPP1
8613	PLPP3	100049896	PLPP3
8614	STC2	100058954	STC2
8615	USO1	100050841	USO1
8618	CADPS	100056410	CADPS
8620	NPFF	100064068	NPFF
8621	CDK13	100063603	CDK13
8624	PSMG1	100059615	PSMG1
8625	RFXANK	100069652	RFXANK
8626	TP63	100059752	TP63
8629	JRK	100066602	JRK
8631	SKAP1	100069371	SKAP1
8633	UNC5C	100065541	UNC5C
8634	RTCA	100055854	RTCA
8642	DCHS1	100055264	DCHS1
8645	KCNK5	100065337	KCNK5
8646	CHRD	100067164	CHRD
8647	ABCB11	100052359	ABCB11
8648	NCOA1	100056042	NCOA1
8649	LAMTOR3	100629409	LAMTOR3
8650	NUMB	100050235	NUMB
8651	SOCS1	102148488	SOCS1
8654	PDE5A	100072395	PDE5A
8658	TNKS	100058499	TNKS
8659	ALDH4A1	100147246	ALDH4A1
8660	IRS2	100146249	IRS2
8661	EIF3A	100066047	EIF3A
8662	EIF3B	100059693	EIF3B
8664	EIF3D	100054528	EIF3D
8665	EIF3F	100070877	EIF3F
8667	EIF3H	100065449	EIF3H
8669	EIF3J	100070638	EIF3J
8671	SLC4A4	100049977	SLC4A4
8674	VAMP4	100052201	VAMP4
8675	STX16	100050597	STX16
8676	STX11	100066798	STX11
8678	BECN1	100052295	BECN1
8682	PEA15	100058382	PEA15
8683	SRSF9	100053376	SRSF9
