Human_Entrez_ID	Human_Symbol	Mouse_Entrez_ID	Mouse_Symbol
7841	MOGS	57377	Mogs
7844	RNF103	22644	Rnf103
7846	TUBA1A	22142	Tuba1a
7849	PAX8	18510	Pax8
7850	IL1R2	16178	Il1r2
7851	MALL	228576	Mall
7852	CXCR4	12767	Cxcr4
7855	FZD5	14367	Fzd5
7857	SCG2	20254	Scg2
7862	BRPF1	78783	Brpf1
7866	IFRD2	15983	Ifrd2
7867	MAPKAPK3	102626	Mapkapk3
7869	SEMA3B	20347	Sema3b
7871	SLMAP	83997	Slmap
7873	MANF	74840	Manf
7874	USP7	252870	Usp7
7879	RAB7A	19349	Rab7
7881	KCNAB1	16497	Kcnab1
7884	SLBP	20492	Slbp
7903	ST8SIA4	20452	St8sia4
7905	REEP5	13476	Reep5
7913	DEK	110052	Dek
7915	ALDH5A1	214579	Aldh5a1
7916	PRRC2A	53761	Prrc2a
7917	BAG6	224727	Bag6
7918	GPANK1	81845	Gpank1
7919	DDX39B	53817	Ddx39b
7920	ABHD16A	193742	Abhd16a
7922	SLC39A7	14977	Slc39a7
7923	HSD17B8	14979	Hsd17b8
7932	OR2H2	258469	Or2h2
7936	NELFE	27632	Nelfe
7940	LST1	16988	Lst1
7941	PLA2G7	27226	Pla2g7
7942	TFEB	21425	Tfeb
7957	EPM2A	13853	Epm2a
7965	AIMP2	231872	Aimp2
7975	MAFK	17135	Mafk
7976	FZD3	14365	Fzd3
7979	SEM1	20422	Sem1
7980	TFPI2	21789	Tfpi2
7982	ST7	64213	St7
7984	ARHGEF5	54324	Arhgef5
7988	ZNF212	232784	Zfp212
7991	TUSC3	80286	Tusc3
7993	UBXN8	108159	Ubxn8
7994	KAT6A	244349	Kat6a
8000	PSCA	72373	Psca
8001	GLRA3	110304	Glra3
8013	NR4A3	18124	Nr4a3
8019	BRD3	67382	Brd3
8021	NUP214	227720	Nup214
8022	LHX3	16871	Lhx3
8027	STAM	20844	Stam
8028	MLLT10	17354	Mllt10
8029	CUBN	65969	Cubn
8030	CCDC6	76551	Ccdc6
8031	NCOA4	27057	Ncoa4
8034	SLC25A16	73132	Slc25a16
8036	SHOC2	56392	Shoc2
8038	ADAM12	11489	Adam12
8045	RASSF7	66985	Rassf7
8050	PDHX	27402	Pdhx
8061	FOSL1	14283	Fosl1
8065	CUL5	75717	Cul5
8073	PTP4A2	19244	Ptp4a2
8074	FGF23	64654	Fgf23
8076	MFAP5	50530	Mfap5
8078	USP5	22225	Usp5
8079	MLF2	30853	Mlf2
8082	SSPN	16651	Sspn
8085	KMT2D	381022	Kmt2d
8086	AAAS	223921	Aaas
8087	FXR1	14359	Fxr1
8089	YEATS4	64050	Yeats4
8091	HMGA2	15364	Hmga2
8092	ALX1	216285	Alx1
8099	CDK2AP1	13445	Cdk2ap1
8100	IFT88	21821	Ift88
8106	PABPN1	54196	Pabpn1
8110	DPF3	70127	Dpf3
8111	GPR68	238377	Gpr68
8115	TCL1A	21432	Tcl1
8120	AP3B2	11775	Ap3b2
8125	ANP32A	11737	Anp32a
8128	ST8SIA2	20450	St8sia2
8131	NPRL3	17168	Nprl3
8139	GAN	209239	Gan
8140	SLC7A5	20539	Slc7a5
8148	TAF15	70439	Taf15
8153	RND2	11858	Rnd2
8161	COIL	12812	Coil
8165	AKAP1	11640	Akap1
8170	SLC14A2	27411	Slc14a2
8174	MADCAM1	17123	Madcam1
8175	SF3A2	20222	Sf3a2
8178	ELL	13716	Ell
8187	ZNF239	22685	Zfp239
8189	SYMPK	68188	Sympk
8190	MIA	12587	Mia
8192	CLPP	53895	Clpp
8193	DPF1	29861	Dpf1
8195	MKKS	59030	Mkks
8200	GDF5	14563	Gdf5
8202	NCOA3	17979	Ncoa3
8204	NRIP1	268903	Nrip1
8208	CHAF1B	110749	Chaf1b
8209	GATD3	28295	Gatd3a
8216	LZTR1	66863	Lztr1
8220	ESS2	27886	Ess2
8224	SYN3	27204	Syn3
8225	GTPBP6	107999	Gtpbp6
8226	PUDP	67365	Pudp
8227	AKAP17A	118568424	Akap17a
8233	ZRSR2	22184	Zrsr2
8237	USP11	236733	Usp11
8239	USP9X	22284	Usp9x
8241	RBM10	236732	Rbm10
8242	KDM5C	20591	Kdm5c
8243	SMC1A	24061	Smc1a
8260	NAA10	56292	Naa10
8266	UBL4A	27643	Ubl4a
8270	LAGE3	66192	Lage3
8273	SLC10A3	214601	Slc10a3
8277	TKTL1	83553	Tktl1
8288	EPX	13861	Epx
8289	ARID1A	93760	Arid1a
8290	H3-4	382523	H3f4
8291	DYSF	26903	Dysf
8292	COLQ	382864	Colq
8294	H4C9	319158	H4c9
8295	TRRAP	100683	Trrap
8301	PICALM	233489	Picalm
8303	SNN	20621	Snn
8309	ACOX2	93732	Acox2
8310	ACOX3	80911	Acox3
8312	AXIN1	12005	Axin1
8313	AXIN2	12006	Axin2
8314	BAP1	104416	Bap1
8315	BRAP	72399	Brap
8317	CDC7	12545	Cdc7
8318	CDC45	12544	Cdc45
8320	EOMES	13813	Eomes
8321	FZD1	14362	Fzd1
8322	FZD4	14366	Fzd4
8323	FZD6	14368	Fzd6
8324	FZD7	14369	Fzd7
8325	FZD8	14370	Fzd8
8326	FZD9	14371	Fzd9
8328	GFI1B	14582	Gfi1b
8335	H2AC4	319172	H2ac4
8338	H2AC20	319176	H2ac20
8350	H3C1	360198	H3c1
8359	H4C1	326619	H4c1
8364	H4C3	319155	H4c3
8372	HYAL3	109685	Hyal3
8379	MAD1L1	17120	Mad1l1
8382	NME5	75533	Nme5
8394	PIP5K1A	18720	Pip5k1a
8395	PIP5K1B	18719	Pip5k1b
8396	PIP4K2B	108083	Pip4k2b
8398	PLA2G6	53357	Pla2g6
8399	PLA2G10	26565	Pla2g10
8402	SLC25A11	67863	Slc25a11
8403	SOX14	20669	Sox14
8404	SPARCL1	13602	Sparcl1
8405	SPOP	20747	Spop
8406	SRPX	51795	Srpx
8407	TAGLN2	21346	Tagln2
8408	ULK1	22241	Ulk1
8409	UXT	22294	Uxt
8411	EEA1	216238	Eea1
8412	BCAR3	29815	Bcar3
8416	ANXA9	71790	Anxa9
8417	STX7	53331	Stx7
8419	BFSP2	107993	Bfsp2
8424	BBOX1	170442	Bbox1
8425	LTBP4	108075	Ltbp4
8427	ZNF282	101095	Zfp282
8428	STK24	223255	Stk24
8431	NR0B2	23957	Nr0b2
8433	UTF1	22286	Utf1
8434	RECK	53614	Reck
8435	SOAT2	223920	Soat2
8436	CAVIN2	20324	Cavin2
8437	RASAL1	19415	Rasal1
8438	RAD54L	19366	Rad54l
8439	NSMAF	18201	Nsmaf
8440	NCK2	17974	Nck2
8443	GNPAT	14712	Gnpat
8444	DYRK3	226419	Dyrk3
8445	DYRK2	69181	Dyrk2
8446	DUSP11	72102	Dusp11
8447	DOC2B	13447	Doc2b
8448	DOC2A	13446	Doc2a
8449	DHX16	69192	Dhx16
8450	CUL4B	72584	Cul4b
8451	CUL4A	99375	Cul4a
8452	CUL3	26554	Cul3
8453	CUL2	71745	Cul2
8454	CUL1	26965	Cul1
8455	ATRN	11990	Atrn
8456	FOXN1	15218	Foxn1
8458	TTF2	74044	Ttf2
8459	TPST2	22022	Tpst2
8460	TPST1	22021	Tpst1
8462	KLF11	194655	Klf11
8463	TEAD2	21677	Tead2
8464	SUPT3H	109115	Supt3
8467	SMARCA5	93762	Smarca5
8468	FKBP6	94244	Fkbp6
8470	SORBS2	234214	Sorbs2
8471	IRS4	16370	Irs4
8473	OGT	108155	Ogt
8476	CDC42BPA	226751	Cdc42bpa
8477	GPR65	14744	Gpr65
8479	HIRIP3	233876	Hirip3
8480	RAE1	66679	Rae1
8481	OFD1	237222	Ofd1
8482	SEMA7A	20361	Sema7a
8483	CILP	214425	Cilp
8484	GALR3	14429	Galr3
8487	GEMIN2	66603	Gemin2
8490	RGS5	19737	Rgs5
8491	MAP4K3	225028	Map4k3
8492	PRSS12	19142	Prss12
8493	PPM1D	53892	Ppm1d
8495	PPFIBP2	19024	Ppfibp2
8496	PPFIBP1	67533	Ppfibp1
8497	PPFIA4	68507	Ppfia4
8498	RANBP3	71810	Ranbp3
8499	PPFIA2	327814	Ppfia2
8500	PPFIA1	233977	Ppfia1
8501	SLC43A1	72401	Slc43a1
8502	PKP4	227937	Pkp4
8503	PIK3R3	18710	Pik3r3
8504	PEX3	56535	Pex3
8505	PARG	26430	Parg
8506	CNTNAP1	53321	Cntnap1
8507	ENC1	13803	Enc1
8508	NIPSNAP1	18082	Nipsnap1
8509	NDST2	17423	Ndst2
8510	MMP23B	26561	Mmp23
8514	KCNAB2	16498	Kcnab2
8515	ITGA10	213119	Itga10
8516	ITGA8	241226	Itga8
8517	IKBKG	16151	Ikbkg
8518	ELP1	230233	Elp1
8520	HAT1	107435	Hat1
8521	GCM1	14531	Gcm1
8522	GAS7	14457	Gas7
8525	DGKZ	104418	Dgkz
8526	DGKE	56077	Dgke
8527	DGKD	227333	Dgkd
8528	DDO	70503	Ddo
8531	YBX3	56449	Ybx3
8532	CPZ	242939	Cpz
8533	COPS3	26572	Cops3
8534	CHST1	76969	Chst1
8535	CBX4	12418	Cbx4
8536	CAMK1	52163	Camk1
8537	BCAS1	76960	Bcas1
8538	BARX2	12023	Barx2
8539	API5	11800	Api5
8540	AGPS	228061	Agps
8541	PPFIA3	76787	Ppfia3
8543	LMO4	16911	Lmo4
8544	PIR	69656	Pir
8545	CGGBP1	106143	Cggbp1
8546	AP3B1	11774	Ap3b1
8548	BLZF1	66352	Blzf1
8549	LGR5	14160	Lgr5
8550	MAPKAPK5	17165	Mapkapk5
8553	BHLHE40	20893	Bhlhe40
8554	PIAS1	56469	Pias1
8555	CDC14B	218294	Cdc14b
8556	CDC14A	229776	Cdc14a
8557	TCAP	21393	Tcap
8558	CDK10	234854	Cdk10
8559	PRPF18	67229	Prpf18
8560	DEGS1	13244	Degs1
8562	DENR	68184	Denr
8563	THOC5	107829	Thoc5
8564	KMO	98256	Kmo
8565	YARS1	107271	Yars1
8566	PDXK	216134	Pdxk
8567	MADD	228355	Madd
8568	RRP1	18114	Rrp1
8569	MKNK1	17346	Mknk1
8570	KHSRP	16549	Khsrp
8572	PDLIM4	30794	Pdlim4
8573	CASK	12361	Cask
8574	AKR7A2	110198	Akr7a5
8575	PRKRA	23992	Prkra
8576	STK16	20872	Stk16
8577	TMEFF1	230157	Tmeff1
8578	SCARF1	380713	Scarf1
8581	LY6D	17068	Ly6d
8590	OR6A2	18317	Or6a2
8600	TNFSF11	21943	Tnfsf11
8601	RGS20	58175	Rgs20
8602	NOP14	75416	Nop14
8603	FAM193A	231128	Fam193a
8604	SLC25A12	78830	Slc25a12
8605	PLA2G4C	232889	Pla2g4c
8607	RUVBL1	56505	Ruvbl1
8608	RDH16	19683	Rdh16
8609	KLF7	93691	Klf7
8611	PLPP1	19012	Plpp1
8612	PLPP2	50784	Plpp2
8613	PLPP3	67916	Plpp3
8614	STC2	20856	Stc2
8615	USO1	56041	Uso1
8618	CADPS	27062	Cadps
8620	NPFF	54615	Npff
8621	CDK13	69562	Cdk13
8622	PDE8B	218461	Pde8b
8624	PSMG1	56088	Psmg1
8625	RFXANK	19727	Rfxank
8626	TP63	22061	Trp63
8629	JRK	16469	Jrk
8630	HSD17B6	27400	Hsd17b6
8631	SKAP1	78473	Skap1
8632	DNAH17	69926	Dnah17
8633	UNC5C	22253	Unc5c
8634	RTCA	66368	Rtca
8635	RNASET2	100037283	Rnaset2a
8636	SSNA1	68475	Ssna1
8637	EIF4EBP3	108112	Eif4ebp3
8639	AOC3	11754	Aoc3
8641	PCDHGB4	93701	Pcdhgb4
8642	DCHS1	233651	Dchs1
8643	PTCH2	19207	Ptch2
8645	KCNK5	16529	Kcnk5
8646	CHRD	12667	Chrd
8647	ABCB11	27413	Abcb11
8648	NCOA1	17977	Ncoa1
8649	LAMTOR3	56692	Lamtor3
8650	NUMB	18222	Numb
8651	SOCS1	12703	Socs1
8654	PDE5A	242202	Pde5a
8655	DYNLL1	56455	Dynll1
8658	TNKS	21951	Tnks
8659	ALDH4A1	212647	Aldh4a1
8660	IRS2	384783	Irs2
8661	EIF3A	13669	Eif3a
8662	EIF3B	27979	Eif3b
8664	EIF3D	55944	Eif3d
8665	EIF3F	66085	Eif3f
8666	EIF3G	53356	Eif3g
8667	EIF3H	68135	Eif3h
8668	EIF3I	54709	Eif3i
8669	EIF3J	78655	Eif3j1
8671	SLC4A4	54403	Slc4a4
8672	EIF4G3	230861	Eif4g3
8673	VAMP8	22320	Vamp8
8674	VAMP4	53330	Vamp4
8675	STX16	228960	Stx16
8676	STX11	74732	Stx11
8678	BECN1	56208	Becn1
8682	PEA15	18611	Pea15a
8683	SRSF9	108014	Srsf9
8685	MARCO	17167	Marco
8689	KRT36	16673	Krt36
8690	JRKL	77532	Jrkl
8692	HYAL2	15587	Hyal2
8693	GALNT4	14426	Galnt4
8694	DGAT1	13350	Dgat1
8697	CDC23	52563	Cdc23
8698	S1PR4	13611	S1pr4
8701	DNAH11	13411	Dnah11
8702	B4GALT4	56375	B4galt4
8703	B4GALT3	57370	B4galt3
8704	B4GALT2	53418	B4galt2
8705	B3GALT4	54218	B3galt4
8706	B3GALNT1	26879	B3galnt1
8707	B3GALT2	26878	B3galt2
8708	B3GALT1	26877	B3galt1
8710	SERPINB7	116872	Serpinb7
8711	TNK1	83813	Tnk1
8714	ABCC3	76408	Abcc3
8715	NOL4	319211	Nol4
8717	TRADD	71609	Tradd
8718	TNFRSF25	85030	Tnfrsf25
8720	MBTPS1	56453	Mbtps1
8721	EDF1	59022	Edf1
8722	CTSF	56464	Ctsf
8723	SNX4	69150	Snx4
8724	SNX3	54198	Snx3
8725	URI1	19777	Uri1
8726	EED	13626	Eed
8727	CTNNAL1	54366	Ctnnal1
8728	ADAM19	11492	Adam19
8729	GBF1	107338	Gbf1
8731	RNMT	67897	Rnmt
8732	RNGTT	24018	Rngtt
8733	GPAA1	14731	Gpaa1
8735	MYH13	544791	Myh13
8736	MYOM1	17929	Myom1
8737	RIPK1	19766	Ripk1
8739	HRK	12123	Hrk
8740	TNFSF14	50930	Tnfsf14
8741	TNFSF13	69583	Tnfsf13
8742	TNFSF12	21944	Tnfsf12
8743	TNFSF10	22035	Tnfsf10
8744	TNFSF9	21950	Tnfsf9
8745	ADAM23	23792	Adam23
8749	ADAM18	13524	Adam18
8751	ADAM15	11490	Adam15
8754	ADAM9	11502	Adam9
8756	ADAM7	11500	Adam7
8760	CDS2	110911	Cds2
8761	PABPC4	230721	Pabpc4
8763	CD164	53599	Cd164
8764	TNFRSF14	230979	Tnfrsf14
8766	RAB11A	53869	Rab11a
8767	RIPK2	192656	Ripk2
8772	FADD	14082	Fadd
8773	SNAP23	20619	Snap23
8774	NAPG	108123	Napg
8775	NAPA	108124	Napa
8776	MTMR1	53332	Mtmr1
8777	MPDZ	17475	Mpdz
8780	RIOK3	66878	Riok3
8784	TNFRSF18	21936	Tnfrsf18
8785	MATN4	17183	Matn4
8786	RGS11	50782	Rgs11
8787	RGS9	19739	Rgs9
8788	DLK1	13386	Dlk1
8789	FBP2	14120	Fbp2
8790	FPGT	75540	Fpgt
8792	TNFRSF11A	21934	Tnfrsf11a
8795	TNFRSF10B	21933	Tnfrsf10b
8796	SCEL	64929	Scel
8798	DYRK4	101320	Dyrk4
8799	PEX11B	18632	Pex11b
8800	PEX11A	18631	Pex11a
8801	SUCLG2	20917	Suclg2
8802	SUCLG1	56451	Suclg1
8803	SUCLA2	20916	Sucla2
8804	CREG1	433375	Creg1
8805	TRIM24	21848	Trim24
8807	IL18RAP	16174	Il18rap
8808	IL1RL2	107527	Il1rl2
8809	IL18R1	16182	Il18r1
8811	GALR2	14428	Galr2
8812	CCNK	12454	Ccnk
8813	DPM1	13480	Dpm1
8814	CDKL1	71091	Cdkl1
8815	BANF1	23825	Banf1
8816	DCAF5	320808	Dcaf5
8817	FGF18	14172	Fgf18
8818	DPM2	13481	Dpm2
8819	SAP30	60406	Sap30
8820	HESX1	15209	Hesx1
8821	INPP4B	234515	Inpp4b
8822	FGF17	14171	Fgf17
8823	FGF16	80903	Fgf16
8825	LIN7A	108030	Lin7a
8826	IQGAP1	29875	Iqgap1
8828	NRP2	18187	Nrp2
8829	NRP1	18186	Nrp1
8831	SYNGAP1	240057	Syngap1
8832	CD84	12523	Cd84
8833	GMPS	229363	Gmps
8834	TMEM11	216821	Tmem11
8835	SOCS2	216233	Socs2
8836	GGH	14590	Ggh
8837	CFLAR	12633	Cflar
8838	CCN6	327743	Ccn6
8839	CCN5	22403	Ccn5
8840	CCN4	22402	Ccn4
8841	HDAC3	15183	Hdac3
8842	PROM1	19126	Prom1
8844	KSR1	16706	Ksr1
8846	ALKBH1	211064	Alkbh1
8848	TSC22D1	21807	Tsc22d1
8850	KAT2B	18519	Kat2b
8851	CDK5R1	12569	Cdk5r1
8852	AKAP4	11643	Akap4
8853	ASAP2	211914	Asap2
8854	ALDH1A2	19378	Aldh1a2
8856	NR1I2	18171	Nr1i2
8857	FCGBP	215384	Fcgbp
8858	PROZ	66901	Proz
8859	STK19	54402	Stk19
8861	LDB1	16825	Ldb1
8862	APLN	30878	Apln
8863	PER3	18628	Per3
8864	PER2	18627	Per2
8867	SYNJ1	104015	Synj1
8869	ST3GAL5	20454	St3gal5
8870	IER3	15937	Ier3
8871	SYNJ2	20975	Synj2
8872	CDC123	98828	Cdc123
8874	ARHGEF7	54126	Arhgef7
8876	VNN1	22361	Vnn1
8877	SPHK1	20698	Sphk1
8878	SQSTM1	18412	Sqstm1
8879	SGPL1	20397	Sgpl1
8880	FUBP1	51886	Fubp1
8881	CDC16	69957	Cdc16
8882	ZPR1	22687	Zpr1
8883	NAE1	234664	Nae1
8884	SLC5A6	330064	Slc5a6
8886	DDX18	66942	Ddx18
8887	TAX1BP1	52440	Tax1bp1
8888	MCM3AP	54387	Mcm3ap
8890	EIF2B4	13667	Eif2b4
8891	EIF2B3	108067	Eif2b3
8892	EIF2B2	217715	Eif2b2
8893	EIF2B5	224045	Eif2b5
8894	EIF2S2	67204	Eif2s2
8895	CPNE3	70568	Cpne3
8896	BUD31	231889	Bud31
8897	MTMR3	74302	Mtmr3
8898	MTMR2	77116	Mtmr2
8899	PRP4K	19134	Prpf4b
8900	CCNA1	12427	Ccna1
8904	CPNE1	266692	Cpne1
8905	AP1S2	108012	Ap1s2
8906	AP1G2	11766	Ap1g2
8907	AP1M1	11767	Ap1m1
8909	ENDOU	19011	Endou
8910	SGCE	20392	Sgce
8911	CACNA1I	239556	Cacna1i
8912	CACNA1H	58226	Cacna1h
8913	CACNA1G	12291	Cacna1g
8914	TIMELESS	21853	Timeless
8915	BCL10	12042	Bcl10
8916	HERC3	73998	Herc3
8924	HERC2	15204	Herc2
8925	HERC1	235439	Herc1
8926	SNURF	84704	Snurf
8927	BSN	12217	Bsn
8928	FOXH1	14106	Foxh1
8929	PHOX2B	18935	Phox2b
8930	MBD4	17193	Mbd4
8932	MBD2	17191	Mbd2
8934	RAB29	226422	Rab29
8935	SKAP2	54353	Skap2
8936	WASF1	83767	Wasf1
8938	BAIAP3	545192	Baiap3
8939	FUBP3	320267	Fubp3
8940	TOP3B	21976	Top3b
8941	CDK5R2	12570	Cdk5r2
8942	KYNU	70789	Kynu
8943	AP3D1	11776	Ap3d1
8945	BTRC	12234	Btrc
8971	H1-10	243529	H1f10
8972	MGAM	232714	Mgam
8973	CHRNA6	11440	Chrna6
8974	P4HA2	18452	P4ha2
8975	USP13	72607	Usp13
8976	WASL	73178	Wasl
8985	PLOD3	26433	Plod3
8986	RPS6KA4	56613	Rps6ka4
8987	STBD1	52331	Stbd1
8988	HSPB3	56534	Hspb3
8989	TRPA1	277328	Trpa1
8992	ATP6V0E1	11974	Atp6v0e
8993	PGLYRP1	21946	Pglyrp1
8994	LIMD1	29806	Limd1
8995	TNFSF18	240873	Tnfsf18
8996	NOL3	78688	Nol3
8997	KALRN	545156	Kalrn
8999	CDKL2	53886	Cdkl2
9001	HAP1	15114	Hap1
9002	F2RL3	14065	F2rl3
9013	TAF1C	21341	Taf1c
9014	TAF1B	21340	Taf1b
9015	TAF1A	21339	Taf1a
9016	SLC25A14	20523	Slc25a14
9019	MPZL1	68481	Mpzl1
9020	MAP3K14	53859	Map3k14
9021	SOCS3	12702	Socs3
9022	CLIC3	69454	Clic3
9023	CH25H	12642	Ch25h
9024	BRSK2	75770	Brsk2
9025	RNF8	58230	Rnf8
9026	HIP1R	29816	Hip1r
9028	RHBDL1	214951	Rhbdl1
9031	BAZ1B	22385	Baz1b
9032	TM4SF5	75604	Tm4sf5
9033	PKD2L1	329064	Pkd2l1
9034	CCRL2	54199	Ccrl2
9037	SEMA5A	20356	Sema5a
9038	TAAR5	215854	Taar5
9039	UBA3	22200	Uba3
9040	UBE2M	22192	Ube2m
9043	SPAG9	70834	Spag9
9044	BTAF1	107182	Btaf1
9045	RPL14	67115	Rpl14
9046	DOK2	13449	Dok2
9047	SH2D2A	27371	Sh2d2a
9048	ARTN	11876	Artn
9049	AIP	11632	Aip
9050	PSTPIP2	19201	Pstpip2
9051	PSTPIP1	19200	Pstpip1
9052	GPRC5A	232431	Gprc5a
9053	MAP7	17761	Map7
9054	NFS1	18041	Nfs1
9055	PRC1	233406	Prc1
9056	SLC7A7	20540	Slc7a7
9057	SLC7A6	330836	Slc7a6
9058	SLC13A2	20500	Slc13a2
9060	PAPSS2	23972	Papss2
9061	PAPSS1	23971	Papss1
9063	PIAS2	17344	Pias2
9064	MAP3K6	53608	Map3k6
9066	SYT7	54525	Syt7
9068	ANGPTL1	72713	Angptl1
9069	CLDN12	64945	Cldn12
9070	ASH2L	23808	Ash2l
9071	CLDN10	58187	Cldn10
9073	CLDN8	54420	Cldn8
9074	CLDN6	54419	Cldn6
9075	CLDN2	12738	Cldn2
9076	CLDN1	12737	Cldn1
9079	LDB2	16826	Ldb2
9080	CLDN9	56863	Cldn9
9088	PKMYT1	268930	Pkmyt1
9091	PIGQ	14755	Pigq
9092	SART1	20227	Sart1
9093	DNAJA3	83945	Dnaja3
9094	UNC119	22248	Unc119
9095	TBX19	83993	Tbx19
9096	TBX18	76365	Tbx18
9097	USP14	59025	Usp14
9099	USP2	53376	Usp2
9100	USP10	22224	Usp10
9101	USP8	84092	Usp8
9104	RGN	19733	Rgn
9107	MTMR6	219135	Mtmr6
9108	MTMR7	54384	Mtmr7
9110	MTMR4	170749	Mtmr4
9111	NMI	64685	Nmi
9112	MTA1	116870	Mta1
9113	LATS1	16798	Lats1
9114	ATP6V0D1	11972	Atp6v0d1
9117	SEC22C	215474	Sec22c
9118	INA	226180	Ina
9120	SLC16A6	104681	Slc16a6
9121	SLC16A5	217316	Slc16a5
9122	SLC16A4	229699	Slc16a4
9123	SLC16A3	80879	Slc16a3
9124	PDLIM1	54132	Pdlim1
9125	CNOT9	58184	Cnot9
9127	P2RX6	18440	P2rx6
9128	PRPF4	70052	Prpf4
9129	PRPF3	70767	Prpf3
9130	FAM50A	108160	Fam50a
9131	AIFM1	26926	Aifm1
9132	KCNQ4	60613	Kcnq4
9133	CCNB2	12442	Ccnb2
9134	CCNE2	12448	Ccne2
9135	RABEP1	54189	Rabep1
9136	RRP9	27966	Rrp9
9138	ARHGEF1	16801	Arhgef1
9139	CBFA2T2	12396	Cbfa2t2
9140	ATG12	67526	Atg12
9141	PDCD5	56330	Pdcd5
9143	SYNGR3	20974	Syngr3
9144	SYNGR2	20973	Syngr2
9145	SYNGR1	20972	Syngr1
9146	HGS	15239	Hgs
9147	NEMF	66244	Nemf
9148	NEURL1	18011	Neurl1a
9149	DYRK1B	13549	Dyrk1b
9150	CTDP1	67655	Ctdp1
9152	SLC6A5	104245	Slc6a5
9154	SLC28A1	434203	Slc28a1
9156	EXO1	26909	Exo1
9158	FIBP	58249	Fibp
9159	PCSK7	18554	Pcsk7
9162	DGKI	320127	Dgki
9166	EBAG9	55960	Ebag9
9167	COX7A2L	20463	Cox7a2l
9168	TMSB10	19240	Tmsb10
9169	SCAF11	72193	Scaf11
9170	LPAR2	53978	Lpar2
9172	MYOM2	17930	Myom2
9173	IL1RL1	17082	Il1rl1
9175	MAP3K13	71751	Map3k13
9177	HTR3B	57014	Htr3b
9179	AP4M1	11781	Ap4m1
9180	OSMR	18414	Osmr
9181	ARHGEF2	16800	Arhgef2
9182	RASSF9	237504	Rassf9
9183	ZW10	26951	Zw10
9184	BUB3	12237	Bub3
9185	REPS2	194590	Reps2
9187	SLC24A1	214111	Slc24a1
9188	DDX21	56200	Ddx21
9191	DEDD	21945	Dedd
9194	SLC16A7	20503	Slc16a7
9196	KCNAB3	16499	Kcnab3
9197	SLC33A1	11416	Slc33a1
9200	HACD1	30963	Hacd1
9201	DCLK1	13175	Dclk1
9202	ZMYM4	67785	Zmym4
9203	ZMYM3	56364	Zmym3
9204	ZMYM6	100177	Zmym6
9208	LRRFIP1	16978	Lrrfip1
9209	LRRFIP2	71268	Lrrfip2
9210	BMP15	12155	Bmp15
9211	LGI1	56839	Lgi1
9212	AURKB	20877	Aurkb
9213	XPR1	19775	Xpr1
9214	FCMR	69169	Fcmr
9215	LARGE1	16795	Large1
9217	VAPB	56491	Vapb
9218	VAPA	30960	Vapa
9219	MTA2	23942	Mta2
9221	NOLC1	70769	Nolc1
9223	MAGI1	14924	Magi1
9227	LRAT	79235	Lrat
9228	DLGAP2	244310	Dlgap2
9229	DLGAP1	224997	Dlgap1
9230	RAB11B	19326	Rab11b
9231	DLG5	71228	Dlg5
9232	PTTG1	30939	Pttg1
9236	CCPG1	72278	Ccpg1
9238	TBRG4	21379	Tbrg4
9240	PNMA1	70481	Pnma1
9241	NOG	18121	Nog
9242	MSC	17681	Msc
9245	GCNT3	72077	Gcnt3
9246	UBE2L6	56791	Ube2l6
9247	GCM2	107889	Gcm2
9248	GPR50	14765	Gpr50
9249	DHRS3	20148	Dhrs3
9252	RPS6KA5	73086	Rps6ka5
9253	NUMBL	18223	Numbl
9254	CACNA2D2	56808	Cacna2d2
9255	AIMP1	13722	Aimp1
9256	TSPOAP1	207777	Tspoap1
9258	MFHAS1	52065	Mfhas1
9260	PDLIM7	67399	Pdlim7
9261	MAPKAPK2	17164	Mapkapk2
9262	STK17B	98267	Stk17b
9265	CYTH3	19159	Cyth3
9266	CYTH2	19158	Cyth2
9267	CYTH1	19157	Cyth1
9270	ITGB1BP1	16413	Itgb1bp1
9271	PIWIL1	57749	Piwil1
9274	BCL7C	12055	Bcl7c
9275	BCL7B	12054	Bcl7b
9276	COPB2	50797	Copb2
9277	WDR46	57315	Wdr46
9278	ZBTB22	81630	Zbtb22
9282	MED14	26896	Med14
9283	GPR37L1	171469	Gpr37l1
9289	ADGRG1	14766	Adgrg1
9290	GPR55	227326	Gpr55
9293	GPR52	620246	Gpr52
9294	S1PR2	14739	S1pr2
9295	SRSF11	69207	Srsf11
9296	ATP6V1F	66144	Atp6v1f
9306	SOCS6	54607	Socs6
9308	CD83	12522	Cd83
9310	ZNF235	56525	Zfp235
9311	ASIC3	171209	Asic3
9312	KCNB2	98741	Kcnb2
9313	MMP20	30800	Mmp20
9314	KLF4	16600	Klf4
9315	NREP	27528	Nrep
9317	PTER	19212	Pter
9319	TRIP13	69716	Trip13
9320	TRIP12	14897	Trip12
9321	TRIP11	109181	Trip11
9322	TRIP10	106628	Trip10
9324	HMGN3	94353	Hmgn3
9325	TRIP4	56404	Trip4
9326	ZNHIT3	448850	Znhit3
9328	GTF3C5	70239	Gtf3c5
9329	GTF3C4	269252	Gtf3c4
9330	GTF3C3	98488	Gtf3c3
9331	B4GALT6	56386	B4galt6
9333	TGM5	74176	Tgm5
9334	B4GALT5	56336	B4galt5
9337	CNOT8	69125	Cnot8
9338	TCEAL1	237052	Tceal1
